DocId,BusinessScore,FashionScore,MusicScore,NewsScore,PoliticScore,ScienceScore,SportsScore,TechScore
0,0.03513034653366622,0.060249260123413105,0.040103736087273585,0.021711061479321423,0.0494459733904277,0.04298050982930785,0.11325694826078218,0.040476136820125026
1,0.06232361062227343,0.04337843722072215,0.01115665712735704,0.057417639497739176,0.10850119647340813,0.02311044582503585,0.15348451297348414,0.04194698450534692
2,0.08345100161409294,0.045127529864604214,0.04462662850942816,0.02795638877535153,0.029739374117577728,0.02235394672253673,0.0315528991158031,0.1049043003277609
3,0.029053098440122542,0.07758844928903075,0.037672837672947115,0.03554799533199023,0.0333584105835447,0.012871622494079926,0.1402088059432112,0.049699680522535504
4,0.03299811334292773,0.021689218610361077,0.03346997138207112,0.0556514481239587,0.01252031307935112,0.07604684665624543,0.07445266507478118,0.012341682391501282
5,0.03530930741503376,0.034147282765081846,0.07155264148524264,0.08919719430594568,0.11281560824660951,0.04575571313945068,0.14888527388858738,0.045208234483106874
6,0.0,0.0,0.0,0.0,0.0,0.03578675136764491,0.10970729918280044,0.01234168239150128
7,0.013363823590106707,0.05602685440781212,0.025409425616633306,0.015811926541194506,0.04805895336921984,0.016332260701987546,0.1355581928375086,0.019291013521373333
8,0.03768451559173948,0.07341987627696926,0.040493166806009666,0.053204005381603976,0.06478618365868198,0.014895064735387284,0.1231559887478183,0.02517042170578629
9,0.008369466882421163,0.02133451790468659,0.054438610371241945,0.0,0.018780469619026678,0.024448842863156305,0.012614452667896348,0.01234168239150128
10,0.12028483933105288,0.010844609305180537,0.0,0.00916659982712007,0.017741257861547677,0.018488342233723604,0.10971093505816995,0.01752788817419892
11,0.057924212322131616,0.04613222505905047,0.0248036791555059,0.04141515571886501,0.0400229497682044,0.012652188605926476,0.05939210039653053,0.05049856089787693
12,0.017993451575223068,0.010844609305180537,0.04462662850942817,0.009166599827120068,0.006260156539675559,0.013420031762866842,0.16310610811254783,0.0
13,0.06670337039100074,0.015209815543899418,0.06902335885231589,0.04179812945266349,0.030604557015461754,0.12183691637577242,0.044446706554038436,0.03478325874761572
14,0.011995634383482045,0.0,0.028394111714405146,0.05499959896272042,0.012520313079351118,0.006291186848155374,0.0358873981891172,0.0061708411957506395
15,0.04824228108390441,0.03983670126417679,0.03764620150165407,0.07489948385365185,0.05789154692495699,0.03982242594876065,0.12084389427731589,0.06927692252604314
16,0.008354760310177903,0.05724198464227413,0.033469971382071126,0.022302843769418382,0.047801730226872285,0.00894668784191123,0.05432200936732794,0.008498570641976488
17,0.046114152131783756,0.055347073622905606,0.05140426027679766,0.050694164290379685,0.03430479192854915,0.06218530659971191,0.11565571290424798,0.03843091372991202
18,0.0,0.03246879828601642,0.03346997138207112,0.01833319965424014,0.00885181583107956,0.0,0.04137074441158104,0.013165395334888787
19,0.008455171571245604,0.015293875053925755,0.039766213491466695,0.00916659982712007,0.006260156539675559,0.012651719112530524,0.0388228620778088,0.02679330343766393
20,0.005997817191741021,0.010844609305180535,0.0,0.0,0.006260156539675559,0.02507376729424299,0.06469977648059358,0.0
21,0.0,0.032533827915541616,0.011156657127357042,0.01296146294616419,0.025040626158702232,0.0,0.09261216292036444,0.0
22,0.04478172786436094,0.0,0.0,0.00916659982712007,0.06984464006468707,0.013420031762866842,0.027307445829759323,0.01851252358725192
23,0.036348319903388986,0.034907219922721326,0.041379372586184994,0.018421034797223044,0.0341685033971619,0.042146452393068495,0.0778189583665403,0.02917174060740659
24,0.011995634383482045,0.05422304652590269,0.01573312544095734,0.03229005519442082,0.00884495126348805,0.009344056803281528,0.054869884356071756,0.010672807199081336
25,0.20392578451919477,0.0,0.022313314254714084,0.00916659982712007,0.006260156539675559,0.015541100540512514,0.010258346052874233,0.006170841195750641
26,0.048698493252105415,0.010844609305180537,0.049038183906100256,0.06379794170265295,0.09943569716584126,0.014215102608291551,0.0372564630843013,0.039691030180292984
27,0.055236581064908245,0.025399095682484635,0.055783285636785196,0.03666639930848028,0.021717933549067817,0.018894026981803543,0.01030264132060431,0.06552016258720277
28,0.041738003890570634,0.05367807745308324,0.03667614544021487,0.0617477524849296,0.05841054377517764,0.0203446409518696,0.07995564218800517,0.0345711600604003
29,0.02540185474099769,0.02219829672780453,0.03142921884999217,0.03666639930848028,0.02164394825084166,0.02104386698946466,0.10666491369273455,0.027401606691096363
30,0.06452807013434508,0.030926101397750122,0.05211312771056936,0.054840767917178554,0.039525821062009144,0.0199964947865861,0.22761188635109625,0.0627587893382683
31,0.02998908595870511,0.01838350157914144,0.03133237160518333,0.0,0.012520313079351118,0.004473343920955615,0.010303512990071298,0.010687461869258674
32,0.03768451559173948,0.07341987627696926,0.044938349430340474,0.08249939844408063,0.06404658544289947,0.012053842342558877,0.1362880715036725,0.026590950714741404
33,0.01625145098159522,0.010844609305180539,0.024642989591620493,0.025762944345379037,0.03162824536760517,0.04698938649892686,0.10577735842598145,0.025054778743339213
34,0.08288187464268137,0.08455224669781705,0.05669757605673994,0.08683468620611003,0.1487366372798759,0.05173968220846305,0.14015055560878714,0.03171923985133797
35,0.021367905567449177,0.029850683967339833,0.015546647990056808,0.041404690910120834,0.02473973823856399,0.019344291506669272,0.028494817161988407,0.022162750776337177
36,0.011995634383482046,0.0,0.01115665712735704,0.018672506693949674,0.06333910238206916,0.013420031762866842,0.03729746400706597,0.03746125578208591
37,0.029989085958705117,0.04459845082615596,0.040221858437054205,0.027499799481360207,0.018780469619026678,0.008946687841911228,0.04978070224170997,0.0617084119575064
38,0.057732463494355596,0.029983032515284395,0.0771183542140762,0.02553581643999772,0.036761801881120985,0.02986056494624484,0.12609683346763048,0.06322942004736676
39,0.013313460513428773,0.060252073903356955,0.024357630494124,0.029072658968206353,0.02978306360066641,0.0338353216415837,0.14243683951054809,0.031062430941828707
40,0.019155862573586493,0.010844609305180535,0.04462662850942816,0.020235244501635056,0.022297760993885384,0.01789337568382246,0.07296743751680167,0.02161714618403111
41,0.12723267584671308,0.14202139085255733,0.07101573301169904,0.07141268310934609,0.07152886476396068,0.05580506871208479,0.06730833485435697,0.06754132896181655
42,0.05567774345924723,0.05457700988184974,0.02546373060126962,0.038381434190703625,0.06265238431679951,0.022559589736382665,0.07998534025846471,0.05316107014435295
43,0.005997817191741022,0.02467487443881343,0.01115665712735704,0.027499799481360207,0.0436016281845945,0.0129532272255231,0.06834489243493856,0.0132385745265693
44,0.055819300039364486,0.0933702699877718,0.05287168865257757,0.03335182791819621,0.05118478059816059,0.061369617420049906,0.06827772791682475,0.05891181072849493
45,0.03406251317362456,0.01871541151600629,0.050020985060297514,0.07138349461811715,0.050448749284048154,0.047648934554666546,0.1322010074392782,0.04186889147571233
46,0.017667404849107036,0.021689218610361074,0.024237943193933888,0.0,0.04021449381843967,0.01887433211337189,0.05635066989676017,0.022154313677677197
47,0.057732463494355596,0.029983032515284395,0.0771183542140762,0.02553581643999772,0.036761801881120985,0.02986056494624484,0.12609683346763048,0.06322942004736676
48,0.05827584868531962,0.10176744339607204,0.04947231616057944,0.020326594287621253,0.031999748741472905,0.05701448486756039,0.036701957985861,0.06197673411173287
49,0.017089009265469555,0.015334887719336478,0.01576179233580982,0.052776049863130774,0.036724770489912816,0.04006723206670632,0.06372437865418716,0.018512523587251924
50,0.03354310097566641,0.024557837962092266,0.015730458344933747,0.06865562419322002,0.04008993596255464,0.04948705489245671,0.05464022624918119,0.008725322364190529
51,0.04058193085607048,0.05681156790718775,0.03828932521284415,0.020335793011830847,0.10283938593721356,0.038758669428544654,0.0690888236390138,0.03540606074530415
52,0.008481587134709746,0.0,0.031533850112528614,0.027499799481360207,0.01768495658496365,0.0,0.02392639198144363,0.0061708411957506395
53,0.0705210584063373,0.09083909457905508,0.08629814620321423,0.07428874604923014,0.07784101496921025,0.05988275405243978,0.17705302606310588,0.039566522527730165
54,0.06058652254252068,0.053586026749554615,0.060584860455841744,0.05780363058892292,0.044429994796437854,0.030803363691446522,0.21480861116002592,0.05908368775822773
55,0.05827584868531962,0.09118520883993152,0.04857749274127762,0.022245776143040904,0.03419117336276841,0.04816367522334276,0.05488224686235958,0.05799036033940494
56,0.05445898657244934,0.010844609305180535,0.011156657127357042,0.021664282741592177,0.055136422408745014,0.023413223884989422,0.07560791931610293,0.025262309129536486
57,0.042605475069059325,0.021689218610361074,0.01115665712735704,0.00916659982712007,0.06966750441738466,0.01887433211337189,0.027307445829759323,0.022154313677677197
58,0.0,0.03903455121812123,0.015750413879440744,0.019325591200647967,0.00885176671385577,0.012641824583623252,0.05327909315702254,0.00617084119575064
59,0.07484640506829396,0.12094183252092848,0.07012673885106388,0.06450637296204276,0.0786977969321198,0.07425355222109763,0.10556828325351508,0.06763468340497926
60,0.045239703868046946,0.01853438036147681,0.05560696305136095,0.025683427058973616,0.06029324255766543,0.03428679141175409,0.1120881036439941,0.030842533483919087
61,0.031711147272034,0.021689218610361074,0.02645563185871889,0.03304277747498876,0.06371819210581807,0.020088755062707943,0.038878536799453835,0.038011240954936146
62,0.005997817191741021,0.0,0.011156657127357042,0.00916659982712007,0.025040626158702235,0.0,0.07732013012562577,0.0
63,0.005997817191741022,0.027200038506305185,0.05944364240456093,0.06009921702951335,0.032729337735809994,0.015919043309831866,0.0695905791230632,0.0132385745265693
64,0.020468043433580607,0.033596668176245556,0.04800567753575044,0.022257344770000558,0.014815859434046648,0.038047393016741475,0.20534017534708754,0.008497970309932653
65,0.10200780175600567,0.036861835799164175,0.056694625062806585,0.036698991621654686,0.08307660657566279,0.14410263095512313,0.1539326479357707,0.039055666913062385
66,0.08725575244257468,0.08580788934309283,0.07048772965180222,0.07286763700599369,0.1596454886736645,0.05009609306656733,0.13697751198043584,0.058298836491595694
67,0.0649527701242642,0.033376747279598266,0.04139326863486155,0.05388374595638654,0.04237336107069945,0.02896516999550799,0.04959177295083186,0.08030976771007536
68,0.017993451575223068,0.010844609305180537,0.0,0.050755774850340205,0.03622719951047942,0.03969671955561893,0.0413506825296908,0.0061708411957506395
69,0.053980354725669207,0.03660568970014073,0.015714219942606095,0.01285079981199741,0.10016250463480894,0.01191262052287655,0.09627349029344603,0.018512523587251924
70,0.014233872425048455,0.07779230562156797,0.03193461745476001,0.0,0.0439613891444912,0.01887433211337189,0.05362845527802432,0.022154313677677197
71,0.048729580990926225,0.07439866969868432,0.04538113160500465,0.07054411842099392,0.06672911727130323,0.0475543719012544,0.11310279277084107,0.0326197380892263
72,0.017993451575223068,0.015330842899381032,0.07074347700585651,0.05459447038893335,0.03286293181086409,0.0340434857293421,0.05286663511988882,0.0
73,0.012845080033246588,0.053110940085726366,0.022388840574568896,0.033841280348514566,0.035088492103615795,0.025866838606750785,0.08168806681426252,0.00617084119575064
74,0.07104132963851087,0.0953667893638333,0.06060915177019457,0.015642319297141185,0.03664479180670232,0.027413092784950847,0.08798052335146896,0.06259144997253369
75,0.045239703868046946,0.01853438036147681,0.05560696305136095,0.025683427058973616,0.06029324255766543,0.03428679141175409,0.1120881036439941,0.030842533483919087
76,0.03122619448993458,0.03950798377935781,0.018698717419694245,0.0200148469960435,0.02520071285326797,0.01062593859824705,0.12144657698486563,0.02067822874565852
77,0.02798991610664544,0.024868943830084058,0.05322956457821633,0.021756226398118233,0.040314365835298,0.04891351474961362,0.18530517495340257,0.02100930470170717
78,0.08725575244257468,0.08580788934309283,0.07048772965180222,0.07286763700599369,0.1596454886736645,0.05009609306656733,0.13697751198043584,0.058298836491595694
79,0.03706786497295807,0.09233518125320374,0.031066090864336867,0.020623001444540105,0.10634251445533736,0.018900150999481814,0.11608264132109175,0.04148485032171092
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,0.0,0.015225451752461453,0.0,0.027499799481360207,0.04382109577772892,0.007966673609295396,0.09285634651708835,0.00617084119575064
82,0.005997817191741021,0.05478404342646409,0.057518637279296105,0.01825497960176876,0.05053252822953133,0.013349741837050845,0.11153445052228676,0.0
83,0.08996725787611536,0.08658527542664331,0.04293192604279888,0.06329387357621459,0.09516872998758971,0.07157350273528984,0.13343979480234297,0.0308542059787532
84,0.0,0.010844609305180537,0.01573312544095734,0.02428499760710999,0.04382109577772892,0.00894668784191123,0.06631917833172842,0.008576157812465152
85,0.0,0.05422304652590269,0.011156657127357042,0.01951053846161015,0.006260156539675559,0.008946687841911228,0.058285572140461255,0.00617084119575064
86,0.04198472034218716,0.05422304652590268,0.01115665712735704,0.07333279861696054,0.15024375695221343,0.015307863508292665,0.05919178722065854,0.030854205978753203
87,0.0,0.0,0.0,0.0,0.0,0.02236671960477807,0.0,0.0
88,0.0,0.0,0.01573312544095734,0.00916659982712007,0.0,0.0,0.06794817831122062,0.00617084119575064
89,0.03217716001265604,0.023195780792534385,0.0,0.0,0.017953392824029104,0.004473343920955615,0.12288698422795913,0.017221894707232233
90,0.015951500418042594,0.01482971036541453,0.048062948088840006,0.04957987488718369,0.08884743117158525,0.018935185780696882,0.0833010839196118,0.03299365522477424
91,0.0,0.0,0.011156657127357042,0.00916659982712007,0.0,0.0,0.0,0.0
92,0.0629991868931914,0.09207470987965923,0.03914178507341964,0.06821955705163084,0.10265160774225457,0.05630636377565417,0.1499871645377957,0.02235482447246132
93,0.005997817191741023,0.03253382791554161,0.01115665712735704,0.0,0.0,0.015712896336451072,0.05271828996114793,0.03066197074248701
94,0.021257847718454775,0.023751479634047223,0.03583644639668192,0.023741896003573182,0.03550090561488385,0.04390435662694116,0.13533847509814148,0.01868293695993093
95,0.01692135159410003,0.022184383646568037,0.0989335542052062,0.0648710223706066,0.08335351232965021,0.04576345409007082,0.06611325256828346,0.04348627426710302
96,0.01024825672964036,0.0568265817026038,0.0223965779095948,0.015120873897446402,0.05028782834072717,0.04977607597002348,0.1181405997283253,0.00617084119575064
97,0.20392578451919477,0.010844609305180539,0.0,0.0,0.0,0.0,0.07402271510493369,0.006170841195750641
98,0.024908051919155537,0.03987393624196988,0.036704111355621405,0.021894661350330653,0.017541669791353923,0.04684302263683646,0.10623866109970179,0.0184790219330315
99,0.020142949392901094,0.020217825591166177,0.02921711618765856,0.019902513432815454,0.029180030783971925,0.050218802063796295,0.15368813671873652,0.02188535449925369
100,0.011995634383482045,0.04921891719945324,0.01569200463734794,0.03146760098702035,0.04212470268160722,0.013009152511923357,0.08728203799828659,0.018789226645259668
